dname,docid,negcount,poscount,predicted,trueclass,wordcount
LABR,1950.0,1.0,6.0,1.0,1.0,35.0
LABR,1951.0,0.0,1.0,-1.0,1.0,2.0
LABR,1952.0,0.0,1.0,-1.0,1.0,55.0
LABR,1953.0,1.0,0.0,-1.0,-1.0,15.0
LABR,1954.0,0.0,3.0,1.0,1.0,27.0
LABR,1955.0,1.0,0.0,-1.0,-1.0,17.0
LABR,1956.0,2.0,3.0,1.0,-1.0,107.0
LABR,1957.0,0.0,2.0,-1.0,-1.0,15.0
LABR,1958.0,0.0,2.0,1.0,1.0,19.0
LABR,1959.0,3.0,3.0,-1.0,-1.0,140.0
LABR,1960.0,5.0,1.0,-1.0,-1.0,58.0
LABR,1961.0,0.0,0.0,1.0,1.0,28.0
LABR,1962.0,0.0,2.0,1.0,1.0,19.0
LABR,1963.0,5.0,3.0,-1.0,-1.0,191.0
LABR,1964.0,0.0,0.0,1.0,1.0,28.0
LABR,1965.0,0.0,0.0,1.0,1.0,7.0
LABR,1966.0,0.0,1.0,-1.0,-1.0,2.0
LABR,1967.0,1.0,1.0,-1.0,-1.0,47.0
LABR,1968.0,2.0,1.0,-1.0,-1.0,15.0
LABR,1969.0,1.0,2.0,-1.0,1.0,9.0
LABR,1970.0,0.0,4.0,1.0,1.0,14.0
LABR,1971.0,1.0,6.0,1.0,1.0,86.0
LABR,1972.0,0.0,2.0,1.0,1.0,16.0
LABR,1973.0,2.0,1.0,-1.0,-1.0,10.0
LABR,1974.0,0.0,1.0,-1.0,-1.0,5.0
LABR,1975.0,1.0,2.0,-1.0,-1.0,19.0
LABR,1976.0,2.0,5.0,1.0,1.0,139.0
LABR,1977.0,0.0,2.0,1.0,1.0,19.0
LABR,1978.0,1.0,1.0,-1.0,-1.0,37.0
LABR,1979.0,4.0,2.0,-1.0,1.0,71.0
LABR,1980.0,3.0,2.0,-1.0,-1.0,54.0
LABR,1981.0,0.0,3.0,1.0,1.0,16.0
LABR,1982.0,1.0,2.0,-1.0,-1.0,69.0
LABR,1983.0,2.0,1.0,-1.0,-1.0,22.0
LABR,1984.0,0.0,2.0,1.0,1.0,14.0
LABR,1985.0,2.0,4.0,1.0,1.0,203.0
LABR,1986.0,0.0,4.0,-1.0,1.0,151.0
LABR,1987.0,0.0,4.0,-1.0,-1.0,35.0
LABR,1988.0,0.0,2.0,1.0,1.0,8.0
LABR,1989.0,4.0,1.0,-1.0,-1.0,80.0
LABR,1990.0,0.0,1.0,1.0,1.0,49.0
LABR,1991.0,0.0,1.0,-1.0,-1.0,5.0
LABR,1992.0,0.0,1.0,-1.0,-1.0,10.0
LABR,1993.0,0.0,5.0,1.0,1.0,80.0
LABR,1994.0,1.0,0.0,-1.0,-1.0,16.0
LABR,1995.0,0.0,5.0,1.0,1.0,44.0
LABR,1996.0,3.0,0.0,-1.0,-1.0,15.0
LABR,1997.0,0.0,2.0,1.0,1.0,5.0
LABR,1998.0,0.0,2.0,1.0,1.0,12.0
LABR,1999.0,2.0,0.0,-1.0,-1.0,39.0
LABR,2000.0,1.0,0.0,1.0,1.0,17.0
LABR,2001.0,1.0,0.0,-1.0,-1.0,1.0
LABR,2002.0,0.0,2.0,1.0,1.0,17.0
LABR,2003.0,1.0,5.0,1.0,-1.0,107.0
LABR,2004.0,1.0,3.0,1.0,1.0,62.0
LABR,2005.0,0.0,1.0,1.0,-1.0,7.0
LABR,2006.0,0.0,4.0,1.0,1.0,66.0
LABR,2007.0,0.0,0.0,-1.0,-1.0,8.0
LABR,2008.0,3.0,1.0,-1.0,1.0,18.0
LABR,2009.0,0.0,4.0,1.0,1.0,34.0
LABR,2010.0,1.0,3.0,-1.0,1.0,88.0
LABR,2011.0,0.0,0.0,-1.0,-1.0,7.0
LABR,2012.0,1.0,3.0,-1.0,-1.0,26.0
LABR,2013.0,0.0,1.0,1.0,1.0,15.0
LABR,2014.0,0.0,0.0,-1.0,1.0,13.0
LABR,2015.0,0.0,1.0,-1.0,-1.0,8.0
LABR,2016.0,0.0,1.0,-1.0,1.0,8.0
LABR,2017.0,0.0,3.0,1.0,1.0,47.0
LABR,2018.0,0.0,0.0,1.0,1.0,18.0
LABR,2019.0,0.0,0.0,-1.0,-1.0,19.0
LABR,2020.0,4.0,4.0,-1.0,-1.0,65.0
LABR,2021.0,2.0,1.0,1.0,1.0,118.0
LABR,2022.0,0.0,6.0,1.0,1.0,41.0
LABR,2023.0,0.0,0.0,1.0,1.0,4.0
LABR,2024.0,4.0,4.0,-1.0,-1.0,238.0
LABR,2025.0,2.0,0.0,-1.0,-1.0,6.0
LABR,2026.0,1.0,3.0,-1.0,-1.0,6.0
LABR,2027.0,0.0,3.0,-1.0,1.0,64.0
LABR,2028.0,2.0,3.0,-1.0,-1.0,63.0
LABR,2029.0,0.0,0.0,1.0,1.0,23.0
LABR,2030.0,0.0,1.0,1.0,1.0,3.0
LABR,2031.0,0.0,0.0,1.0,1.0,16.0
LABR,2032.0,0.0,2.0,1.0,1.0,6.0
LABR,2033.0,0.0,2.0,-1.0,-1.0,11.0
LABR,2034.0,5.0,1.0,-1.0,-1.0,46.0
LABR,2035.0,1.0,4.0,-1.0,-1.0,149.0
LABR,2036.0,2.0,3.0,-1.0,-1.0,43.0
LABR,2037.0,0.0,3.0,1.0,1.0,150.0
LABR,2038.0,0.0,8.0,1.0,1.0,115.0
LABR,2039.0,2.0,1.0,-1.0,-1.0,38.0
LABR,2040.0,2.0,1.0,-1.0,-1.0,45.0
LABR,2041.0,9.0,5.0,-1.0,-1.0,424.0
LABR,2042.0,1.0,2.0,-1.0,-1.0,24.0
LABR,2043.0,1.0,0.0,-1.0,-1.0,7.0
LABR,2044.0,3.0,1.0,-1.0,-1.0,9.0
LABR,2045.0,1.0,3.0,1.0,1.0,32.0
LABR,2046.0,1.0,2.0,-1.0,-1.0,60.0
LABR,2047.0,5.0,2.0,-1.0,-1.0,182.0
LABR,2048.0,2.0,1.0,-1.0,-1.0,78.0
LABR,2049.0,2.0,1.0,-1.0,-1.0,25.0
LABR,2050.0,1.0,2.0,1.0,1.0,53.0
LABR,2051.0,0.0,2.0,-1.0,1.0,13.0
LABR,2052.0,1.0,2.0,1.0,-1.0,148.0
LABR,2053.0,0.0,4.0,1.0,1.0,117.0
LABR,2054.0,1.0,0.0,-1.0,-1.0,29.0
LABR,2055.0,0.0,2.0,1.0,1.0,35.0
LABR,2056.0,0.0,3.0,1.0,1.0,11.0
LABR,2057.0,0.0,2.0,-1.0,1.0,17.0
LABR,2058.0,1.0,0.0,1.0,-1.0,10.0
LABR,2059.0,1.0,0.0,-1.0,-1.0,7.0
LABR,2060.0,0.0,1.0,1.0,-1.0,14.0
LABR,2061.0,2.0,2.0,-1.0,-1.0,27.0
LABR,2062.0,4.0,5.0,-1.0,-1.0,43.0
LABR,2063.0,3.0,0.0,-1.0,-1.0,80.0
LABR,2064.0,0.0,9.0,1.0,1.0,269.0
LABR,2065.0,0.0,0.0,-1.0,-1.0,11.0
LABR,2066.0,2.0,2.0,-1.0,-1.0,92.0
LABR,2067.0,1.0,1.0,-1.0,-1.0,57.0
LABR,2068.0,2.0,1.0,1.0,-1.0,36.0
LABR,2069.0,0.0,0.0,1.0,1.0,19.0
LABR,2070.0,3.0,2.0,-1.0,-1.0,144.0
LABR,2071.0,2.0,0.0,-1.0,-1.0,60.0
LABR,2072.0,0.0,1.0,1.0,-1.0,131.0
LABR,2073.0,1.0,2.0,-1.0,-1.0,31.0
LABR,2074.0,0.0,0.0,1.0,1.0,38.0
LABR,2075.0,0.0,2.0,-1.0,-1.0,14.0
LABR,2076.0,2.0,10.0,1.0,1.0,365.0
LABR,2077.0,2.0,0.0,-1.0,-1.0,9.0
LABR,2078.0,0.0,1.0,1.0,1.0,17.0
LABR,2079.0,0.0,2.0,1.0,1.0,31.0
LABR,2080.0,2.0,0.0,-1.0,-1.0,9.0
LABR,2081.0,3.0,2.0,-1.0,-1.0,48.0
LABR,2082.0,0.0,1.0,1.0,-1.0,15.0
LABR,2083.0,8.0,3.0,-1.0,-1.0,237.0
LABR,2084.0,0.0,2.0,1.0,1.0,33.0
LABR,2085.0,1.0,4.0,1.0,1.0,179.0
LABR,2086.0,4.0,6.0,-1.0,-1.0,95.0
LABR,2087.0,1.0,0.0,-1.0,-1.0,5.0
LABR,2088.0,2.0,0.0,-1.0,-1.0,2.0
LABR,2089.0,10.0,5.0,-1.0,-1.0,422.0
LABR,2090.0,0.0,0.0,1.0,1.0,56.0
LABR,2091.0,5.0,3.0,-1.0,-1.0,165.0
LABR,2092.0,4.0,4.0,-1.0,1.0,112.0
LABR,2093.0,0.0,0.0,-1.0,1.0,3.0
LABR,2094.0,4.0,9.0,-1.0,-1.0,563.0
LABR,2095.0,0.0,1.0,1.0,1.0,67.0
LABR,2096.0,0.0,0.0,1.0,1.0,5.0
LABR,2097.0,2.0,4.0,1.0,1.0,74.0
LABR,2098.0,0.0,1.0,-1.0,-1.0,4.0
LABR,2099.0,0.0,4.0,1.0,1.0,166.0
LABR,2100.0,1.0,3.0,-1.0,-1.0,112.0
LABR,2101.0,0.0,2.0,1.0,-1.0,27.0
LABR,2102.0,0.0,1.0,1.0,1.0,7.0
LABR,2103.0,0.0,0.0,1.0,1.0,20.0
LABR,2104.0,3.0,2.0,-1.0,-1.0,103.0
LABR,2105.0,1.0,1.0,-1.0,-1.0,11.0
LABR,2106.0,0.0,1.0,1.0,1.0,4.0
LABR,2107.0,2.0,4.0,-1.0,-1.0,94.0
LABR,2108.0,0.0,4.0,1.0,1.0,40.0
LABR,2109.0,3.0,1.0,-1.0,-1.0,24.0
LABR,2110.0,0.0,1.0,1.0,1.0,70.0
LABR,2111.0,1.0,0.0,-1.0,-1.0,11.0
LABR,2112.0,2.0,0.0,-1.0,-1.0,39.0
LABR,2113.0,1.0,2.0,-1.0,-1.0,43.0
LABR,2114.0,0.0,1.0,-1.0,-1.0,29.0
LABR,2115.0,2.0,1.0,-1.0,-1.0,105.0
LABR,2116.0,0.0,2.0,1.0,1.0,29.0
LABR,2117.0,0.0,1.0,-1.0,-1.0,8.0
LABR,2118.0,0.0,4.0,1.0,1.0,11.0
LABR,2119.0,0.0,0.0,1.0,1.0,31.0
LABR,2120.0,11.0,10.0,-1.0,-1.0,481.0
LABR,2121.0,2.0,2.0,-1.0,-1.0,44.0
LABR,2122.0,0.0,0.0,-1.0,-1.0,5.0
LABR,2123.0,0.0,0.0,1.0,1.0,2.0
LABR,2124.0,4.0,2.0,-1.0,1.0,85.0
LABR,2125.0,0.0,0.0,-1.0,-1.0,48.0
LABR,2126.0,1.0,0.0,-1.0,-1.0,18.0
LABR,2127.0,1.0,4.0,1.0,1.0,27.0
LABR,2128.0,1.0,2.0,-1.0,-1.0,49.0
LABR,2129.0,1.0,1.0,-1.0,-1.0,33.0
LABR,2130.0,1.0,5.0,1.0,1.0,350.0
LABR,2131.0,1.0,5.0,-1.0,-1.0,74.0
LABR,2132.0,0.0,5.0,1.0,1.0,26.0
LABR,2133.0,1.0,0.0,-1.0,-1.0,29.0
LABR,2134.0,0.0,2.0,-1.0,-1.0,6.0
LABR,2135.0,0.0,1.0,1.0,1.0,3.0
LABR,2136.0,2.0,3.0,1.0,1.0,109.0
LABR,2137.0,0.0,0.0,1.0,1.0,10.0
LABR,2138.0,0.0,0.0,1.0,1.0,38.0
LABR,2139.0,1.0,0.0,-1.0,-1.0,93.0
LABR,2140.0,2.0,3.0,1.0,-1.0,118.0
LABR,2141.0,1.0,4.0,1.0,1.0,62.0
LABR,2142.0,0.0,3.0,1.0,1.0,49.0
LABR,2143.0,2.0,0.0,-1.0,-1.0,45.0
LABR,2144.0,3.0,0.0,-1.0,-1.0,6.0
LABR,2145.0,0.0,1.0,-1.0,-1.0,9.0
LABR,2146.0,4.0,4.0,1.0,1.0,254.0
LABR,2147.0,0.0,1.0,1.0,-1.0,16.0
LABR,2148.0,2.0,5.0,1.0,-1.0,84.0
LABR,2149.0,2.0,5.0,-1.0,-1.0,300.0
LABR,2150.0,2.0,1.0,-1.0,-1.0,35.0
LABR,2151.0,2.0,1.0,-1.0,-1.0,36.0
LABR,2152.0,0.0,1.0,-1.0,1.0,6.0
LABR,2153.0,5.0,7.0,1.0,1.0,558.0
LABR,2154.0,1.0,2.0,1.0,-1.0,20.0
LABR,2155.0,1.0,1.0,-1.0,-1.0,50.0
LABR,2156.0,1.0,1.0,-1.0,-1.0,9.0
LABR,2157.0,4.0,3.0,-1.0,-1.0,88.0
LABR,2158.0,5.0,9.0,1.0,1.0,239.0
LABR,2159.0,1.0,3.0,1.0,1.0,197.0
LABR,2160.0,1.0,0.0,-1.0,-1.0,27.0
LABR,2161.0,0.0,3.0,1.0,1.0,29.0
LABR,2162.0,4.0,2.0,-1.0,-1.0,60.0
LABR,2163.0,0.0,0.0,-1.0,-1.0,20.0
LABR,2164.0,1.0,0.0,-1.0,-1.0,2.0
LABR,2165.0,1.0,5.0,-1.0,-1.0,224.0
LABR,2166.0,0.0,0.0,-1.0,-1.0,12.0
LABR,2167.0,0.0,0.0,1.0,-1.0,11.0
LABR,2168.0,1.0,3.0,1.0,1.0,90.0
LABR,2169.0,0.0,5.0,1.0,1.0,42.0
LABR,2170.0,1.0,3.0,-1.0,-1.0,35.0
LABR,2171.0,0.0,0.0,-1.0,-1.0,10.0
LABR,2172.0,1.0,5.0,1.0,1.0,154.0
LABR,2173.0,1.0,1.0,1.0,1.0,28.0
LABR,2174.0,1.0,1.0,-1.0,-1.0,15.0
LABR,2175.0,0.0,0.0,-1.0,-1.0,9.0
LABR,2176.0,0.0,3.0,1.0,1.0,3.0
LABR,2177.0,0.0,0.0,-1.0,1.0,9.0
LABR,2178.0,2.0,3.0,1.0,1.0,146.0
LABR,2179.0,1.0,0.0,-1.0,1.0,10.0
LABR,2180.0,4.0,0.0,-1.0,-1.0,70.0
LABR,2181.0,3.0,5.0,1.0,1.0,188.0
LABR,2182.0,1.0,1.0,-1.0,1.0,4.0
LABR,2183.0,2.0,1.0,-1.0,-1.0,48.0
LABR,2184.0,0.0,0.0,1.0,1.0,17.0
LABR,2185.0,0.0,0.0,1.0,1.0,9.0
LABR,2186.0,1.0,2.0,1.0,1.0,209.0
LABR,2187.0,0.0,1.0,-1.0,-1.0,15.0
LABR,2188.0,5.0,10.0,1.0,1.0,1363.0
LABR,2189.0,1.0,1.0,-1.0,-1.0,10.0
LABR,2190.0,0.0,4.0,1.0,-1.0,37.0
LABR,2191.0,2.0,0.0,-1.0,1.0,81.0
LABR,2192.0,2.0,1.0,-1.0,-1.0,35.0
LABR,2193.0,1.0,0.0,-1.0,-1.0,5.0
LABR,2194.0,0.0,6.0,1.0,1.0,30.0
LABR,2195.0,2.0,1.0,-1.0,1.0,31.0
LABR,2196.0,1.0,2.0,1.0,1.0,122.0
LABR,2197.0,2.0,2.0,-1.0,-1.0,40.0
LABR,2198.0,0.0,3.0,1.0,1.0,19.0
LABR,2199.0,1.0,0.0,-1.0,-1.0,5.0
LABR,2200.0,1.0,1.0,-1.0,-1.0,48.0
LABR,2201.0,0.0,3.0,1.0,1.0,33.0
LABR,2202.0,3.0,3.0,-1.0,-1.0,197.0
LABR,2203.0,1.0,0.0,-1.0,-1.0,4.0
LABR,2204.0,1.0,1.0,1.0,-1.0,38.0
LABR,2205.0,3.0,2.0,-1.0,-1.0,173.0
LABR,2206.0,3.0,0.0,-1.0,-1.0,38.0
LABR,2207.0,5.0,0.0,-1.0,-1.0,27.0
LABR,2208.0,0.0,2.0,1.0,1.0,54.0
LABR,2209.0,1.0,0.0,-1.0,-1.0,2.0
LABR,2210.0,0.0,1.0,1.0,1.0,11.0
LABR,2211.0,0.0,1.0,1.0,1.0,1.0
LABR,2212.0,3.0,3.0,1.0,1.0,24.0
LABR,2213.0,0.0,3.0,-1.0,-1.0,7.0
LABR,2214.0,1.0,1.0,-1.0,-1.0,19.0
LABR,2215.0,1.0,0.0,1.0,1.0,34.0
LABR,2216.0,0.0,4.0,1.0,1.0,46.0
LABR,2217.0,1.0,6.0,1.0,1.0,27.0
LABR,2218.0,1.0,5.0,1.0,1.0,142.0
LABR,2219.0,0.0,11.0,1.0,1.0,114.0
LABR,2220.0,1.0,4.0,1.0,-1.0,229.0
LABR,2221.0,1.0,1.0,-1.0,-1.0,90.0
LABR,2222.0,2.0,2.0,1.0,1.0,85.0
LABR,2223.0,1.0,2.0,1.0,1.0,56.0
LABR,2224.0,2.0,1.0,-1.0,-1.0,3.0
LABR,2225.0,0.0,0.0,1.0,1.0,5.0
LABR,2226.0,0.0,1.0,1.0,1.0,35.0
LABR,2227.0,0.0,1.0,1.0,1.0,19.0
LABR,2228.0,1.0,1.0,-1.0,-1.0,28.0
LABR,2229.0,2.0,1.0,-1.0,-1.0,70.0
LABR,2230.0,1.0,7.0,1.0,1.0,94.0
LABR,2231.0,1.0,1.0,-1.0,-1.0,17.0
LABR,2232.0,1.0,2.0,1.0,1.0,44.0
LABR,2233.0,1.0,5.0,1.0,1.0,110.0
LABR,2234.0,0.0,0.0,1.0,1.0,7.0
LABR,2235.0,0.0,1.0,1.0,1.0,10.0
LABR,2236.0,1.0,1.0,-1.0,-1.0,75.0
LABR,2237.0,0.0,2.0,1.0,1.0,7.0
LABR,2238.0,0.0,2.0,1.0,-1.0,2.0
LABR,2239.0,0.0,0.0,1.0,1.0,26.0
LABR,2240.0,0.0,3.0,-1.0,1.0,52.0
LABR,2241.0,3.0,1.0,-1.0,-1.0,80.0
LABR,2242.0,6.0,6.0,-1.0,-1.0,206.0
LABR,2243.0,1.0,0.0,1.0,1.0,60.0
LABR,2244.0,0.0,0.0,1.0,-1.0,27.0
LABR,2245.0,0.0,2.0,1.0,1.0,81.0
LABR,2246.0,0.0,7.0,1.0,1.0,81.0
LABR,2247.0,3.0,6.0,1.0,1.0,83.0
LABR,2248.0,0.0,2.0,-1.0,1.0,37.0
LABR,2249.0,3.0,1.0,-1.0,-1.0,36.0
LABR,2250.0,0.0,3.0,1.0,1.0,22.0
LABR,2251.0,0.0,4.0,1.0,1.0,93.0
LABR,2252.0,2.0,5.0,1.0,1.0,108.0
LABR,2253.0,1.0,0.0,-1.0,-1.0,32.0
LABR,2254.0,0.0,2.0,-1.0,-1.0,34.0
LABR,2255.0,4.0,4.0,1.0,-1.0,158.0
LABR,2256.0,2.0,6.0,-1.0,-1.0,110.0
LABR,2257.0,1.0,3.0,-1.0,-1.0,43.0
LABR,2258.0,1.0,2.0,-1.0,-1.0,32.0
LABR,2259.0,1.0,3.0,1.0,1.0,28.0
LABR,2260.0,0.0,2.0,1.0,1.0,41.0
LABR,2261.0,4.0,5.0,-1.0,-1.0,75.0
LABR,2262.0,0.0,3.0,1.0,1.0,39.0
LABR,2263.0,0.0,3.0,1.0,1.0,28.0
LABR,2264.0,3.0,4.0,-1.0,-1.0,206.0
LABR,2265.0,1.0,0.0,-1.0,-1.0,7.0
LABR,2266.0,1.0,0.0,-1.0,-1.0,5.0
LABR,2267.0,0.0,1.0,1.0,1.0,12.0
LABR,2268.0,0.0,5.0,1.0,1.0,36.0
LABR,2269.0,1.0,0.0,1.0,1.0,74.0
LABR,2270.0,0.0,1.0,1.0,1.0,25.0
LABR,2271.0,0.0,3.0,1.0,1.0,66.0
LABR,2272.0,1.0,3.0,-1.0,-1.0,126.0
LABR,2273.0,0.0,1.0,1.0,1.0,58.0
LABR,2274.0,0.0,3.0,1.0,1.0,3.0
LABR,2275.0,1.0,0.0,-1.0,1.0,33.0
LABR,2276.0,0.0,2.0,1.0,-1.0,36.0
LABR,2277.0,1.0,0.0,-1.0,-1.0,11.0
LABR,2278.0,0.0,0.0,-1.0,-1.0,18.0
LABR,2279.0,2.0,4.0,-1.0,-1.0,49.0
LABR,2280.0,2.0,3.0,-1.0,-1.0,72.0
LABR,2281.0,0.0,2.0,-1.0,1.0,31.0
LABR,2282.0,3.0,7.0,-1.0,-1.0,163.0
LABR,2283.0,6.0,4.0,-1.0,-1.0,713.0
LABR,2284.0,0.0,0.0,-1.0,-1.0,34.0
LABR,2285.0,1.0,0.0,-1.0,-1.0,18.0
LABR,2286.0,1.0,2.0,-1.0,-1.0,188.0
LABR,2287.0,1.0,0.0,1.0,1.0,29.0
LABR,2288.0,2.0,3.0,-1.0,-1.0,42.0
LABR,2289.0,1.0,1.0,1.0,1.0,81.0
LABR,2290.0,6.0,2.0,-1.0,-1.0,130.0
LABR,2291.0,0.0,3.0,-1.0,-1.0,70.0
LABR,2292.0,0.0,2.0,1.0,1.0,27.0
LABR,2293.0,0.0,2.0,1.0,1.0,110.0
LABR,2294.0,2.0,6.0,-1.0,-1.0,95.0
LABR,2295.0,1.0,2.0,1.0,-1.0,18.0
LABR,2296.0,2.0,3.0,-1.0,1.0,195.0
LABR,2297.0,0.0,2.0,1.0,1.0,16.0
LABR,2298.0,1.0,4.0,1.0,1.0,63.0
LABR,2299.0,2.0,1.0,-1.0,-1.0,40.0
LABR,2300.0,0.0,1.0,1.0,1.0,29.0
LABR,2301.0,0.0,2.0,1.0,1.0,13.0
LABR,2302.0,1.0,1.0,-1.0,-1.0,15.0
LABR,2303.0,0.0,0.0,-1.0,1.0,9.0
LABR,2304.0,2.0,0.0,-1.0,-1.0,54.0
LABR,2305.0,1.0,2.0,1.0,1.0,49.0
LABR,2306.0,1.0,4.0,-1.0,-1.0,74.0
LABR,2307.0,0.0,1.0,1.0,1.0,26.0
LABR,2308.0,1.0,0.0,1.0,1.0,16.0
LABR,2309.0,0.0,3.0,1.0,1.0,126.0
LABR,2310.0,6.0,5.0,1.0,1.0,488.0
LABR,2311.0,3.0,4.0,-1.0,-1.0,147.0
LABR,2312.0,2.0,4.0,1.0,1.0,64.0
LABR,2313.0,2.0,0.0,-1.0,-1.0,30.0
LABR,2314.0,0.0,6.0,1.0,1.0,159.0
LABR,2315.0,0.0,1.0,-1.0,1.0,14.0
LABR,2316.0,1.0,3.0,-1.0,-1.0,31.0
LABR,2317.0,1.0,0.0,1.0,1.0,54.0
LABR,2318.0,0.0,2.0,1.0,1.0,34.0
LABR,2319.0,1.0,2.0,1.0,1.0,30.0
LABR,2320.0,1.0,0.0,-1.0,-1.0,28.0
LABR,2321.0,1.0,0.0,-1.0,-1.0,2.0
LABR,2322.0,0.0,1.0,-1.0,-1.0,19.0
LABR,2323.0,0.0,1.0,1.0,1.0,4.0
LABR,2324.0,4.0,0.0,-1.0,-1.0,9.0
LABR,2325.0,0.0,1.0,-1.0,-1.0,37.0
LABR,2326.0,0.0,1.0,-1.0,-1.0,42.0
LABR,2327.0,0.0,1.0,1.0,1.0,99.0
LABR,2328.0,0.0,0.0,1.0,1.0,5.0
LABR,2329.0,3.0,1.0,-1.0,-1.0,37.0
LABR,2330.0,2.0,2.0,-1.0,-1.0,66.0
LABR,2331.0,1.0,0.0,1.0,1.0,7.0
LABR,2332.0,5.0,2.0,-1.0,-1.0,56.0
LABR,2333.0,6.0,1.0,-1.0,-1.0,96.0
LABR,2334.0,0.0,1.0,1.0,1.0,5.0
LABR,2335.0,1.0,0.0,-1.0,-1.0,22.0
LABR,2336.0,4.0,1.0,-1.0,-1.0,21.0
LABR,2337.0,1.0,0.0,-1.0,-1.0,13.0
LABR,2338.0,7.0,3.0,-1.0,-1.0,556.0
LABR,2339.0,0.0,1.0,1.0,1.0,59.0
LABR,2340.0,1.0,3.0,-1.0,-1.0,156.0
LABR,2341.0,0.0,1.0,1.0,1.0,4.0
LABR,2342.0,0.0,0.0,-1.0,1.0,98.0
LABR,2343.0,1.0,1.0,1.0,-1.0,20.0
LABR,2344.0,0.0,1.0,1.0,-1.0,58.0
LABR,2345.0,2.0,2.0,-1.0,-1.0,112.0
LABR,2346.0,2.0,2.0,-1.0,1.0,40.0
LABR,2347.0,4.0,0.0,-1.0,-1.0,47.0
LABR,2348.0,0.0,5.0,1.0,1.0,14.0
LABR,2349.0,1.0,0.0,1.0,1.0,15.0
LABR,2350.0,5.0,4.0,-1.0,-1.0,393.0
LABR,2351.0,0.0,0.0,-1.0,-1.0,15.0
LABR,2352.0,0.0,0.0,1.0,1.0,41.0
LABR,2353.0,0.0,1.0,-1.0,1.0,13.0
LABR,2354.0,1.0,0.0,1.0,1.0,36.0
LABR,2355.0,0.0,0.0,-1.0,1.0,6.0
LABR,2356.0,0.0,4.0,1.0,1.0,17.0
LABR,2357.0,1.0,2.0,-1.0,-1.0,89.0
LABR,2358.0,4.0,2.0,-1.0,-1.0,16.0
LABR,2359.0,4.0,6.0,-1.0,-1.0,168.0
LABR,2360.0,9.0,6.0,-1.0,-1.0,297.0
LABR,2361.0,1.0,2.0,1.0,1.0,109.0
LABR,2362.0,3.0,2.0,-1.0,-1.0,30.0
LABR,2363.0,5.0,1.0,-1.0,-1.0,66.0
LABR,2364.0,1.0,1.0,1.0,1.0,13.0
LABR,2365.0,4.0,1.0,-1.0,-1.0,8.0
LABR,2366.0,0.0,0.0,1.0,-1.0,21.0
LABR,2367.0,0.0,0.0,-1.0,1.0,9.0
LABR,2368.0,0.0,1.0,1.0,1.0,19.0
LABR,2369.0,1.0,0.0,-1.0,-1.0,10.0
LABR,2370.0,3.0,6.0,1.0,1.0,644.0
LABR,2371.0,0.0,0.0,-1.0,-1.0,9.0
LABR,2372.0,0.0,1.0,-1.0,1.0,8.0
LABR,2373.0,0.0,2.0,1.0,-1.0,50.0
LABR,2374.0,0.0,1.0,-1.0,1.0,32.0
LABR,2375.0,1.0,5.0,1.0,1.0,101.0
LABR,2376.0,0.0,1.0,1.0,1.0,54.0
LABR,2377.0,5.0,2.0,-1.0,-1.0,145.0
LABR,2378.0,2.0,0.0,-1.0,-1.0,8.0
LABR,2379.0,0.0,1.0,1.0,1.0,38.0
LABR,2380.0,0.0,2.0,1.0,1.0,9.0
LABR,2381.0,0.0,2.0,1.0,1.0,8.0
LABR,2382.0,2.0,0.0,-1.0,-1.0,28.0
LABR,2383.0,0.0,1.0,-1.0,1.0,1.0
LABR,2384.0,2.0,1.0,-1.0,-1.0,13.0
LABR,2385.0,0.0,1.0,1.0,1.0,8.0
LABR,2386.0,0.0,2.0,1.0,1.0,5.0
LABR,2387.0,4.0,3.0,-1.0,-1.0,97.0
LABR,2388.0,1.0,1.0,-1.0,-1.0,156.0
LABR,2389.0,3.0,2.0,-1.0,-1.0,86.0
LABR,2390.0,0.0,4.0,1.0,1.0,45.0
LABR,2391.0,1.0,1.0,1.0,1.0,14.0
LABR,2392.0,0.0,1.0,1.0,1.0,14.0
LABR,2393.0,0.0,4.0,1.0,1.0,54.0
LABR,2394.0,1.0,0.0,-1.0,-1.0,28.0
LABR,2395.0,0.0,2.0,1.0,1.0,17.0
LABR,2396.0,0.0,3.0,1.0,1.0,20.0
LABR,2397.0,1.0,1.0,-1.0,-1.0,7.0
LABR,2398.0,7.0,9.0,1.0,1.0,1414.0
LABR,2399.0,0.0,1.0,-1.0,-1.0,61.0
LABR,2400.0,2.0,4.0,-1.0,-1.0,101.0
LABR,2401.0,3.0,0.0,-1.0,-1.0,23.0
LABR,2402.0,0.0,3.0,1.0,1.0,5.0
LABR,2403.0,0.0,1.0,1.0,1.0,5.0
LABR,2404.0,3.0,7.0,1.0,1.0,84.0
LABR,2405.0,0.0,1.0,1.0,1.0,6.0
LABR,2406.0,0.0,1.0,1.0,1.0,3.0
LABR,2407.0,1.0,0.0,-1.0,-1.0,7.0
LABR,2408.0,13.0,8.0,1.0,1.0,752.0
LABR,2409.0,0.0,2.0,1.0,1.0,23.0
LABR,2410.0,0.0,3.0,1.0,1.0,37.0
LABR,2411.0,1.0,3.0,1.0,-1.0,60.0
LABR,2412.0,4.0,4.0,-1.0,1.0,44.0
LABR,2413.0,0.0,0.0,1.0,1.0,8.0
LABR,2414.0,0.0,1.0,-1.0,-1.0,28.0
